domain,recording_id,source_frame_index,timestamp_ns,timestamp_s,image_path,selection_reason,failure_mode_candidate,confidence,entropy,split_group,route_segment,route_progression,pairing_id,strata_covered,expected_classes,hand_visibility_candidate,provenance
car,car_2e84f0c3e245,3440,1399251908224,1399.251908224,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003440.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.9944609982609859,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:out_of_frame;light:normal;motion:high;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,2630,1318257262182,1318.257262182,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002630.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.6654406626762606,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:out_of_frame;light:normal;motion:high;route:q2;scene:boundary;scene:pedestrian;scene:traffic,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,1790,1234264173182,1234.264173182,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001790.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.33639653258630625,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:out_of_frame;light:normal;motion:high;route:q1;scene:boundary;scene:pedestrian;scene:signage;scene:traffic,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,1210,1176267711349,1176.267711349,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001210.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.06019577217557601,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:visible;light:normal;motion:high;route:q0;scene:boundary;scene:pedestrian;scene:traffic,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,2310,1286260326308,1286.260326308,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002310.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5641739925480451,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:visible;light:normal;motion:medium;route:q2;scene:boundary;scene:pedestrian;scene:signage;scene:traffic;scene:two_wheeler,other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,140,1069277105735,1069.277105735,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000140.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.0,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:out_of_frame;light:normal;motion:high;route:q0;scene:clear;scene:pedestrian,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,2070,1262262585402,1262.262585402,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002070.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.46176855345174617,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:visible;light:dark;motion:medium;route:q1;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,1720,1227265500412,1227.265500412,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001720.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.33159581348186734,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:low;route:q1;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,3480,1403251294516,1403.251294516,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003480.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,1.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:low;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,1880,1243264097391,1243.264097391,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001880.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.3725330316181016,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:visible;light:dark;motion:medium;route:q1;scene:boundary;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,2690,1324257691297,1324.257691297,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002690.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.6855200043312296,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:partially_visible;light:normal;motion:medium;route:q2;scene:boundary;scene:clear;scene:markings;scene:pedestrian,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""partially_visible""}",{}
car,car_2e84f0c3e245,3550,1410249926819,1410.249926819,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003550.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,1.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,240,1079276279266,1079.276279266,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000240.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.0,,cockpit:prominent;domain:car;geometry:turning;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:high;route:q0;scene:boundary;scene:traffic,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,1140,1169269411943,1169.269411943,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001140.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.012530418440680185,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:visible;light:normal;motion:low;route:q0;scene:boundary;scene:pedestrian;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,1440,1199267415006,1199.267415006,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001440.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.21852579396422647,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:partially_visible;light:dark;motion:medium;route:q0;scene:pedestrian;scene:signage;scene:traffic,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""visible"", ""right"": ""partially_visible""}",{}
car,car_2e84f0c3e245,480,1103274264569,1103.274264569,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000480.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:dark;motion:medium;route:q0;scene:boundary;scene:traffic,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,1970,1252263281766,1252.263281766,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001970.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.4202354948935874,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:low;route:q1;scene:boundary;scene:signage;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,560,1111273999391,1111.273999391,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000560.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:dark;motion:medium;route:q0;scene:boundary;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,3690,1424249234360,1424.24923436,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003690.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,1.0,,cockpit:prominent;domain:car;geometry:turning;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:high;route:q3;scene:boundary;scene:signage;scene:traffic,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,530,1108272766401,1108.272766401,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000530.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:medium;route:q0;scene:boundary;scene:traffic,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,1439,2270820429935,2270.820429935,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_001439.jpg,"[external_validation] adds 15 previously uncovered strata: cockpit:partial, domain:motorcycle, geometry:straight, hand:left:not_visible, hand:right:not_visible, light:normal",,,,external_validation,q0,0.04564144829528547,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:low;quality:low_sharpness;route:q0;scene:boundary;scene:clear;scene:markings;scene:pedestrian;scene:signage;scene:two_wheeler,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;two_wheeler;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,4049,2444806970394,2444.806970394,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_004049.jpg,"[external_validation] adds 7 previously uncovered strata: cockpit:minimal, hand:left:out_of_frame, hand:right:out_of_frame, light:bright, motion:medium, route:q1",,,,external_validation,q1,0.27976189822587066,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:bright;motion:medium;quality:low_sharpness;route:q1;scene:boundary;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,14415,3135815587623,3135.815587623,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_014415.jpg,"[external_validation] adds 5 previously uncovered strata: geometry:turning, hand:left:partially_visible, hand:right:visible, motion:high, route:q3",,,,external_validation,q3,1.0,,cockpit:minimal;domain:motorcycle;geometry:turning;hand:left:partially_visible;hand:right:visible;light:normal;motion:high;route:q3;scene:boundary;scene:signage;scene:traffic;scene:two_wheeler,other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;two_wheeler,"{""left"": ""partially_visible"", ""right"": ""visible""}",{}
motorcycle,motorcycle_5ab8604a14df,7110,2648857209321,2648.857209321,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_007110.jpg,"[external_validation] adds 2 previously uncovered strata: hand:left:visible, route:q2",,,,external_validation,q2,0.504719431731389,,cockpit:minimal;domain:motorcycle;geometry:turning;hand:left:visible;hand:right:not_visible;light:normal;motion:high;route:q2;scene:boundary;scene:markings;scene:signage;scene:traffic;scene:two_wheeler,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;two_wheeler;vehicle,"{""left"": ""visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,13950,3104821549760,3104.82154976,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013950.jpg,[external_validation] adds 1 previously uncovered strata: cockpit:prominent,,,,external_validation,q3,0.9709789103401247,,cockpit:prominent;domain:motorcycle;geometry:turning;hand:left:out_of_frame;hand:right:not_visible;light:bright;motion:high;route:q3;scene:boundary;scene:clear;scene:markings;scene:pedestrian;scene:two_wheeler,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;two_wheeler;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,6344,2597794918727,2597.794918727,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_006344.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q1,0.45473116829798244,,cockpit:minimal;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:bright;motion:high;route:q1;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_light;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,10005,2841842399457,2841.842399457,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_010005.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q2,0.7076060606253538,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;route:q2;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_light;traffic_sign;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,1289,2260821207791,2260.821207791,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_001289.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q0,0.04454940495456551,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;quality:low_sharpness;route:q0;scene:boundary;scene:markings;scene:pedestrian;scene:signage;scene:traffic,lane_marking;other_environment;pedestrian;regulatory_road_marking;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,6614,2615793545405,2615.793545405,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_006614.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q1,0.4681113586056589,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q1;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,6720,2622859655352,2622.859655352,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_006720.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q1,0.4710888048056309,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:low;quality:low_sharpness;route:q1;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,9555,2811844652436,2811.844652436,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_009555.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q2,0.6710160782961516,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:bright;motion:medium;route:q2;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,10890,2900837618864,2900.837618864,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_010890.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.7934290702331733,,cockpit:minimal;domain:motorcycle;geometry:turning;hand:left:partially_visible;hand:right:out_of_frame;light:normal;motion:high;route:q3;scene:boundary;scene:clear;scene:markings;scene:pedestrian;scene:signage,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""partially_visible"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,10950,2904837425633,2904.837425633,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_010950.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.7989807356282655,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:partially_visible;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""partially_visible"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,11175,2919836074612,2919.836074612,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_011175.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8197295778864973,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:bright;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,11595,2947834052239,2947.834052239,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_011595.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8518819129247657,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:pedestrian;scene:signage;scene:traffic,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,11640,2950833766145,2950.833766145,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_011640.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8550842616897578,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:out_of_frame;light:bright;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,11715,2955833431362,2955.833431362,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_011715.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8596698764542527,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,11820,2962832964935,2962.832964935,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_011820.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8637725676276565,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,12045,2977831610998,2977.831610998,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_012045.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8737313843715587,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic;scene:two_wheeler,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;two_wheeler;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,12150,2984831156020,2984.83115602,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_012150.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8796394918235377,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,12225,2989830738270,2989.83073827,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_012225.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8836979326651987,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:pedestrian;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,12330,2996830187718,2996.830187718,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_012330.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8893157797468401,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:partially_visible;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""partially_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,12510,3008829017312,3008.829017312,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_012510.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8981274923170758,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,12675,3019827703436,3019.827703436,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_012675.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.9052046358631651,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,12885,3033827242310,3033.82724231,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_012885.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.9158860779167588,,cockpit:minimal;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,13140,3050825812591,3050.825812591,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013140.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.925775284487965,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,13380,3066824689383,3066.824689383,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013380.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.9422336766768039,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,13470,3072824237862,3072.824237862,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013470.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.9441069586305589,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:clear;scene:signage;scene:two_wheeler,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;two_wheeler;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
